YEAR,MONTH,DAY,SITE,TYPE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,notes,problems
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,SUBSTRATE,BEDRK,9,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,SUBSTRATE,BOULD,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,RELIEF,0-10cm,5,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,RELIEF,10cm-1m,5,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,BARROC,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,ENCRED,3,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,CRUCOR,4,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,ENCBRN,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,RELIEF,0-10cm,4,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,RELIEF,10cm-1m,6,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,COVER,ENCRED,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,COVER,CRUCOR,8,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,SUBSTRATE,BEDRK,8,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,SUBSTRATE,BOULD,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,0-10cm,3,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,10cm-1m,6,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,1m-2m,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,RELIEF,0-10cm,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,RELIEF,10cm-1m,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,BARROC,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,ENCRED,4,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,CRUCOR,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,RELIEF,0-10cm,9,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,RELIEF,10cm-1m,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,COVER,ENCRED,6,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,COVER,CRUCOR,4,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,SUBSTRATE,BEDRK,9,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,SUBSTRATE,SAND,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,0-10cm,7,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,10cm-1m,2,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,1m-2m,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,SHELL,2,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,CRUCOR,7,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,ENCRED,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,SUBSTRATE,BEDRK,8,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,SUBSTRATE,BOULD,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,SUBSTRATE,SAND,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,RELIEF,10cm-1m,7,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,RELIEF,1m-2m,3,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,COVER,BARROC,2,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,COVER,BARSAN,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,0-10m,COVER,CRUCOR,7,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,SUBSTRATE,BEDRK,6,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,SUBSTRATE,BOULD,3,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,SUBSTRATE,COB,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,RELIEF,10cm-1m,9,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,RELIEF,1m-2m,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,COVER,SHELL,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,COVER,CRUCOR,8,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,10-20m,COVER,ENCBRN,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,SUBSTRATE,BEDRK,3,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,SUBSTRATE,BOULD,4,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,SUBSTRATE,COB,3,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,RELIEF,0-10cm,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,RELIEF,10cm-1m,7,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,RELIEF,1m-2m,2,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,COVER,BARROC,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,COVER,SHELL,1,,
2025,8,6,SAMSING,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,270,,30,20-30m,COVER,CRUCOR,8,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,SUBSTRATE,BEDRK,7,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,SUBSTRATE,COB,1,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,SUBSTRATE,SAND,2,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,RELIEF,0-10cm,2,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,RELIEF,10cm-1m,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,RELIEF,1m-2m,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,COVER,SAND,2,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,COVER,SHELL,1,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,COVER,ENCRED,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,0-10m,COVER,CRUCOR,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,RELIEF,10cm-1m,1,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,RELIEF,1m-2m,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,RELIEF,>2m,5,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,COVER,BARROC,2,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,10-20m,COVER,CRUCOR,5,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,SUBSTRATE,BEDRK,8,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,SUBSTRATE,COB,1,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,SUBSTRATE,SAND,1,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,RELIEF,1m-2m,6,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,RELIEF,>2m,4,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,COVER,SHELL,3,,
2025,8,6,SAMSING,BARREN,Caleigh Quist,Amina Shenasa,DN,DEEP,1,50,,32,20-30m,COVER,CRUCOR,8,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,RELIEF,0-10cm,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,RELIEF,10cm-1m,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,BARROC,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,ENCRED,4,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,0-10m,COVER,CRUCOR,5,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,RELIEF,0-10cm,9,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,RELIEF,10cm-1m,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,COVER,ENCRED,6,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,10-20m,COVER,CRUCOR,4,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,SUBSTRATE,BEDRK,9,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,SUBSTRATE,SAND,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,0-10cm,7,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,10cm-1m,2,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,RELIEF,1m-2m,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,SHELL,2,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,ENCRED,1,,
2025,8,5,HARRIS,BARREN,Caleigh Quist,Haleigh Yang,DN,DEEP,2,95,8.2,,20-30m,COVER,CRUCOR,7,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,SUBSTRATE,BEDRK,9,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,SUBSTRATE,BOULD,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,RELIEF,0-10cm,5,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,RELIEF,10cm-1m,5,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,ENCRED,3,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,CRUCOR,4,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,0-10m,COVER,ENCBRN,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,RELIEF,0-10cm,4,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,RELIEF,10cm-1m,6,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,COVER,ENCRED,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,COVER,CRUCOR,7,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,10-20m,COVER,SCALLOP,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,SUBSTRATE,BEDRK,8,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,SUBSTRATE,BOULD,2,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,0-10cm,3,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,10cm-1m,6,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,RELIEF,1m-2m,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,COVER,BARROC,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,COVER,ENCRED,1,,
2025,8,5,HARRIS,BARREN,Nikita Sridhar,Amina Shenasa,UP,DEEP,1,330,,25,20-30m,COVER,CRUCOR,8,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,SUBSTRATE,BEDRK,3,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,SUBSTRATE,BOULD,5,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,SUBSTRATE,COB,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,SUBSTRATE,SAND,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,RELIEF,0-10cm,2,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,RELIEF,10cm-1m,6,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,RELIEF,1m-2m,2,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,COVER,BARROC,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,COVER,SHELL,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,0-10m,COVER,ENCRED,8,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,SUBSTRATE,BEDRK,6,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,SUBSTRATE,BOULD,3,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,SUBSTRATE,SAND,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,RELIEF,0-10cm,6,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,RELIEF,10cm-1m,4,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,COVER,BARROC,2,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,COVER,BARSAN,1,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,10-20m,COVER,ENCRED,7,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,SUBSTRATE,BEDRK,10,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,RELIEF,0-10cm,4,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,RELIEF,10cm-1m,6,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,COVER,BARROC,5,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,COVER,ENCRED,3,,
2025,8,6,SANDY,BARREN,Haleigh Yang,Jake Metzger,DN,DEEP,2,150,,31,20-30m,COVER,ENCBRN,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,SUBSTRATE,BEDRK,8,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,SUBSTRATE,BOULD,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,SUBSTRATE,SAND,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,RELIEF,0-10cm,5,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,RELIEF,10cm-1m,3,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,RELIEF,1m-2m,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,COVER,SHELL,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,0-10m,COVER,CRUCOR,9,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,SUBSTRATE,BEDRK,10,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,RELIEF,0-10cm,5,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,RELIEF,10cm-1m,4,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,RELIEF,1m-2m,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,COVER,BARROC,4,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,COVER,ENCRED,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,10-20m,COVER,CRUCOR,5,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,SUBSTRATE,BEDRK,10,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,RELIEF,0-10cm,6,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,RELIEF,10cm-1m,4,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,COVER,ENCRED,2,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,COVER,CRUCOR,6,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,COVER,ENCBRN,1,,
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,,30,20-30m,COVER,TUBEWORM,1,,